Record_Type,LF_site_num,LF_Type,locid,faa_Region,county,county_state,city,facility_name,facility_ownership,facility_use,latitude_degrees,longitude_degrees,elevation_ft_msl,status,ArptLocation
APT,24673.5*A,AIRPORT,XS31,ASW,GRAYSON,TX,SADLER,GRAHAM FLD,PR,PR,33.7017725,-96.83194528,695.0,Open,POINT(-96.83194528 33.7017725)
APT,24674.11*H,HELIPORT,7TS1,ASW,TARRANT,TX,SAGINAW,COWDEN,PR,PR,32.86401611,-97.39557417,783.0,Open,POINT(-97.39557417 32.86401611)
APT,24676.1*A,AIRPORT,2TX,ASW,BELL,TX,SALADO,SALADO,PR,PU,30.92073472,-97.54050417,685.0,Open,POINT(-97.54050417 30.92073472)
APT,24686.1*A,AIRPORT,76TE,ASW,HUDSPETH,TX,SALT FLAT,BIG TANK RANCH,PR,PR,31.50012111,-105.0838367,800.0,Open,POINT(-105.0838367 31.50012111)
APT,24686.2*A,AIRPORT,65TX,ASW,HUDSPETH,TX,SALT FLAT,FLYING EAGLE RANCH,PR,PR,31.77513333,-105.4313167,300.0,Open,POINT(-105.4313167 31.77513333)
APT,24692.2*H,HELIPORT,7TA9,ASW,TOM GREEN,TX,SAN ANGELO,ANGELO COMMUNITY HOSPITAL,PR,PR,31.41877306,-100.4706497,900.0,Open,POINT(-100.4706497 31.41877306)
APT,24692.21*H,HELIPORT,03TS,ASW,TOM GREEN,TX,SAN ANGELO,SHANNON MEDICAL CENTER,PR,PR,31.46580278,-100.4339667,825.0,Open,POINT(-100.4339667 31.46580278)
APT,24692.3*A,AIRPORT,5TE6,ASW,TOM GREEN,TX,SAN ANGELO,KEYSTONE RANCH,PR,PR,31.26916667,-100.4608333,23.0,Open,POINT(-100.4608333 31.26916667)
APT,24692.5*A,AIRPORT,94TA,ASW,TOM GREEN,TX,SAN ANGELO,REECE FLD,PR,PR,31.30572028,-100.4587033,960.0,Open,POINT(-100.4587033 31.30572028)
APT,24692.6*A,AIRPORT,TS65,ASW,TOM GREEN,TX,SAN ANGELO,DUCOTE AIRPARK,PR,PR,31.35849639,-100.6103417,974.0,Open,POINT(-100.6103417 31.35849639)
APT,24693.*A,AIRPORT,SJT,ASW,TOM GREEN,TX,SAN ANGELO,SAN ANGELO RGNL/MATHIS FLD,PU,PU,31.35774833,-100.4963042,918.6,Open,POINT(-100.4963042 31.35774833)
APT,24693.32*H,HELIPORT,TE23,ASW,BEXAR,TX,SAN ANTONIO,SANTA ROSA NORTHWEST HOSPITAL,PR,PR,29.51341111,-98.58889444,932.0,Open,POINT(-98.58889444 29.51341111)
APT,24693.34*H,HELIPORT,39TX,ASW,BEXAR,TX,SAN ANTONIO,SONY MICROELECTRONICS HELISTOP,PR,PR,29.44467667,-98.64002083,765.0,Open,POINT(-98.64002083 29.44467667)
APT,24693.35*A,AIRPORT,1T7,ASW,COMAL,TX,SAN ANTONIO,KESTREL AIRPARK,PR,PU,29.81175,-98.42605556,261.0,Open,POINT(-98.42605556 29.81175)
APT,24693.36*H,HELIPORT,2XA6,ASW,BEXAR,TX,SAN ANTONIO,RED BERRY,PR,PR,29.43465,-98.4178,670.0,Open,POINT(-98.4178 29.43465)
APT,24693.37*H,HELIPORT,TX69,ASW,BEXAR,TX,SAN ANTONIO,SOUTHWEST GENERAL HOSPITAL,PR,PR,29.35214444,-98.54494167,657.0,Open,POINT(-98.54494167 29.35214444)
APT,24693.38*H,HELIPORT,64TX,ASW,BEXAR,TX,SAN ANTONIO,NORTH CENTRAL BAPTIST HOSPITAL,PR,PR,29.61968333,-98.492825,54.0,Open,POINT(-98.492825 29.61968333)
APT,24693.4*A,AIRPORT,8T8,ASW,BEXAR,TX,SAN ANTONIO,SAN GERONIMO AIRPARK,PR,PU,29.51019444,-98.79841667,40.0,Open,POINT(-98.79841667 29.51019444)
APT,24693.6*H,HELIPORT,36TA,ASW,BEXAR,TX,SAN ANTONIO,G W,PR,PR,29.55328389,-98.49196222,824.0,Open,POINT(-98.49196222 29.55328389)
APT,24694.*A,AIRPORT,74R,ASW,BEXAR,TX,SAN ANTONIO,HORIZON,PR,PU,29.28458333,-98.49830556,551.0,Open,POINT(-98.49830556 29.28458333)
APT,24694.3*A,AIRPORT,1T8,ASW,COMAL,TX,SAN ANTONIO,BULVERDE AIRPARK,PR,PU,29.73911111,-98.45112806,80.0,Open,POINT(-98.45112806 29.73911111)
APT,24694.8*A,AIRPORT,T94,ASW,BEXAR,TX,SAN ANTONIO,TWIN-OAKS,PR,PU,29.57018694,-98.46838917,873.0,Open,POINT(-98.46838917 29.57018694)
APT,24695.*A,AIRPORT,5C1,ASW,BEXAR,TX,SAN ANTONIO,BOERNE STAGE FLD,PR,PU,29.72321903,-98.69455692,383.9,Open,POINT(-98.69455692 29.72321903)
APT,24696.3*H,HELIPORT,09XS,ASW,BEXAR,TX,SAN ANTONIO,BAPTIST MEDICAL CENTER,PR,PR,29.43301028,-98.49223917,710.0,Open,POINT(-98.49223917 29.43301028)
APT,24696.31*H,HELIPORT,50TS,ASW,BEXAR,TX,SAN ANTONIO,TJ-CJ PRIVATE,PR,PR,29.46078778,-98.33056861,630.0,Open,POINT(-98.33056861 29.46078778)
APT,24696.41*H,HELIPORT,XS81,ASW,BEXAR,TX,SAN ANTONIO,SANTA ROSA HELISTOP,PR,PR,29.42689944,-98.49973944,820.0,Open,POINT(-98.49973944 29.42689944)
APT,24696.42*H,HELIPORT,XS82,ASW,BEXAR,TX,SAN ANTONIO,DEL RIO,PU,PR,29.42245528,-98.48390556,707.0,Open,POINT(-98.48390556 29.42245528)
APT,24696.43*H,HELIPORT,XS83,ASW,BEXAR,TX,SAN ANTONIO,METHODIST HOSPITAL,PR,PR,29.50765278,-98.57130556,78.0,Open,POINT(-98.57130556 29.50765278)
APT,24696.44*H,HELIPORT,XS84,ASW,BEXAR,TX,SAN ANTONIO,DEPARTMENT OF PUBLIC SAFETY,PU,PR,29.36134639,-98.44918222,650.0,Open,POINT(-98.44918222 29.36134639)
APT,24696.46*H,HELIPORT,XS85,ASW,BEXAR,TX,SAN ANTONIO,UNIVERSITY HEALTH SYSTEM,PR,PR,29.50891944,-98.58021944,58.0,Open,POINT(-98.58021944 29.50891944)
APT,24696.47*H,HELIPORT,53TE,ASW,BEXAR,TX,SAN ANTONIO,CHRISTUS SANTA ROSA WESTOVER HILLS,PR,PR,29.46773889,-98.69533611,906.0,Open,POINT(-98.69533611 29.46773889)
APT,24696.5*A,AIRPORT,24XA,ASW,BEXAR,TX,SAN ANTONIO,CROSS-B,PR,PR,29.32096944,-98.37029444,530.0,Open,POINT(-98.37029444 29.32096944)
APT,24704.*A,AIRPORT,SKF,ASW,BEXAR,TX,SAN ANTONIO,KELLY FLD,MA,PU,29.38423333,-98.58111667,690.6,Open,POINT(-98.58111667 29.38423333)
APT,24705.1*H,HELIPORT,MDA,ASW,BEXAR,TX,SAN ANTONIO,MARTINDALE AHP,MR,PR,29.43134417,-98.37779194,674.0,Open,POINT(-98.37779194 29.43134417)
APT,24705.11*A,AIRPORT,9TX5,ASW,BEXAR,TX,SAN ANTONIO,CAMP BULLIS ALS (CALS),MR,PR,29.74466611,-98.53724167,158.0,Open,POINT(-98.53724167 29.74466611)
APT,24705.12*H,HELIPORT,9R7,ASW,BEXAR,TX,SAN ANTONIO,CAMP BULLIS,MR,PR,29.64189194,-98.57807583,66.0,Open,POINT(-98.57807583 29.64189194)
APT,24708.*A,AIRPORT,SSF,ASW,BEXAR,TX,SAN ANTONIO,STINSON MUNI,PU,PU,29.33698139,-98.47104444,577.6,Open,POINT(-98.47104444 29.33698139)
APT,24709.*A,AIRPORT,SAT,ASW,BEXAR,TX,SAN ANTONIO,SAN ANTONIO INTL,PU,PU,29.53395833,-98.46905694,809.1,Open,POINT(-98.46905694 29.53395833)
APT,24710.01*H,HELIPORT,XA28,ASW,BEXAR,TX,SAN ANTONIO,ADKINS,PR,PR,29.41765278,-98.28617778,643.0,Open,POINT(-98.28617778 29.41765278)
APT,24710.02*H,HELIPORT,XA29,ASW,BEXAR,TX,SAN ANTONIO,HEART HOSPITAL OF SAN ANTONIO,PR,PR,29.489475,-98.54758056,850.0,Open,POINT(-98.54758056 29.489475)
APT,24711.*A,AIRPORT,XS89,ASW,BEXAR,TX,SAN ANTONIO,YATES,PR,PR,29.62105944,-98.45585028,971.0,Open,POINT(-98.45585028 29.62105944)
APT,24711.02*H,HELIPORT,TS42,ASW,BEXAR,TX,SAN ANTONIO,BEXAR METRO 9-1-1 NETWORK,PR,PR,29.58213333,-98.58102222,10.0,Open,POINT(-98.58102222 29.58213333)
APT,24712.7*A,AIRPORT,86TS,ASW,SAN AUGUSTINE,TX,SAN AUGUSTINE,FAIRWAY FARM,PR,PR,31.48351444,-94.03352556,360.0,Open,POINT(-94.03352556 31.48351444)
APT,24712.71*A,AIRPORT,78R,ASW,SAN AUGUSTINE,TX,SAN AUGUSTINE,SAN AUGUSTINE COUNTY,PU,PU,31.54043056,-94.17006667,443.0,Open,POINT(-94.17006667 31.54043056)
APT,24716.1*A,AIRPORT,53XS,ASW,CAMERON,TX,SAN BENITO,KORNEGAY PRIVATE,PR,PR,26.15027778,-97.59333333,30.0,Open,POINT(-97.59333333 26.15027778)
APT,24717.02*A,AIRPORT,2TX9,ASW,SAN SABA,TX,SAN SABA,BUZZARD CREEK AIRSTRIP,PR,PR,31.32781389,-98.80476944,309.0,Open,POINT(-98.80476944 31.32781389)
APT,24718.03*A,AIRPORT,3TA1,ASW,TERRELL,TX,SANDERSON,CHANDLER RANCH,PR,PR,30.45665278,-101.7364028,929.0,Open,POINT(-101.7364028 30.45665278)
APT,24722.11*A,AIRPORT,8XS3,ASW,JIM WELLS,TX,SANDIA,J A KNOLLE,PR,PR,27.99389167,-97.82056667,41.0,Open,POINT(-97.82056667 27.99389167)
APT,24722.9*A,AIRPORT,1XS0,ASW,JIM WELLS,TX,SANDIA,ITLL DO AIRFIELD,PR,PR,27.99059167,-97.89411389,153.0,Open,POINT(-97.89411389 27.99059167)
APT,24726.1*A,AIRPORT,T58,ASW,DENTON,TX,SANGER,IRONHEAD,PR,PU,33.3317825,-97.23029389,715.0,Open,POINT(-97.23029389 33.3317825)
APT,24726.11*A,AIRPORT,TE24,ASW,DENTON,TX,SANGER,HORSESHOE LAKE,PR,PR,33.39316944,-97.2052925,725.0,Open,POINT(-97.2052925 33.39316944)
APT,24726.12*A,AIRPORT,TX96,ASW,DENTON,TX,SANGER,MAXWELL FLD,PR,PR,33.39928056,-97.25696139,825.0,Open,POINT(-97.25696139 33.39928056)
APT,24726.13*A,AIRPORT,TS74,ASW,DENTON,TX,SANGER,GLASS,PR,PR,33.36261444,-97.29446278,810.0,Open,POINT(-97.29446278 33.36261444)
APT,24726.14*A,AIRPORT,6X8,ASW,DENTON,TX,SANGER,VULTURES ROW,PR,PU,33.34,-97.10305556,710.0,Open,POINT(-97.10305556 33.34)
APT,24726.15*A,AIRPORT,T87,ASW,DENTON,TX,SANGER,FLYING C,PR,PU,33.34222222,-97.27,775.0,Open,POINT(-97.27 33.34222222)
APT,24726.18*A,AIRPORT,XA03,ASW,COOKE,TX,SANGER,EDGINGTON RANCH,PR,PR,33.42775278,-97.27127917,887.0,Open,POINT(-97.27127917 33.42775278)
APT,24729.1*U,ULTRALIGHT,1TS3,ASW,GALVESTON,TX,SAN LEON,B & S,PR,PR,29.49606333,-94.95048083,16.0,Open,POINT(-94.95048083 29.49606333)
APT,24732.1*A,AIRPORT,7TS2,ASW,GUADALUPE,TX,SAN MARCOS,ALISON AIR PARK,PR,PR,29.8313325,-97.88917056,630.0,Open,POINT(-97.88917056 29.8313325)
APT,24732.12*H,HELIPORT,36XA,ASW,HAYS,TX,SAN MARCOS,CENTRAL TEXAS MEDICAL CENTER HOSPITAL,PR,PR,29.85278056,-97.94673056,674.0,Open,POINT(-97.94673056 29.85278056)
APT,24732.13*H,HELIPORT,67TA,ASW,HAYS,TX,SAN MARCOS,LEADING EDGE SAN MARCOS,PR,PR,29.8025,-98.01472222,673.0,Open,POINT(-98.01472222 29.8025)
APT,24741.9*A,AIRPORT,81R,ASW,SAN SABA,TX,SAN SABA,SAN SABA COUNTY MUNI,PU,PU,31.23575042,-98.71770208,255.2,Open,POINT(-98.71770208 31.23575042)
APT,24741.91*A,AIRPORT,37TX,ASW,SAN SABA,TX,SAN SABA,YATES FLD,PR,PR,31.32155417,-98.86560139,418.0,Open,POINT(-98.86560139 31.32155417)
APT,24742.1*A,AIRPORT,XS93,ASW,STARR,TX,SANTA ELENA,DIAMOND O RANCH,PR,PR,26.72040972,-98.56015833,373.0,Open,POINT(-98.56015833 26.72040972)
APT,24742.11*A,AIRPORT,38XS,ASW,JIM HOGG,TX,SANTA ELENA,SAN RAFAEL RANCH,PR,PR,26.81521389,-98.47930417,313.4,Open,POINT(-98.47930417 26.81521389)
APT,24742.39*A,AIRPORT,3TX4,ASW,GALVESTON,TX,SANTA FE,WESTWIND HELICOPTERS,PR,PR,29.32709722,-95.05933333,20.0,Open,POINT(-95.05933333 29.32709722)
APT,24742.61*A,AIRPORT,5TA5,ASW,GALVESTON,TX,SANTA FE,CREASY,PR,PR,29.33606944,-95.11520667,23.0,Open,POINT(-95.11520667 29.33606944)
APT,24742.62*U,ULTRALIGHT,TA30,ASW,GALVESTON,TX,SANTE FE,OLD FORKER,PR,PR,29.31884722,-95.08576111,15.0,Open,POINT(-95.08576111 29.31884722)
APT,24742.63*H,HELIPORT,2TE1,ASW,GALVESTON,TX,SANTA FE,"REPUBLIC HELICOPTERS, INC",PR,PR,29.32345833,-95.05563889,26.0,Open,POINT(-95.05563889 29.32345833)
APT,24744.*A,AIRPORT,86TE,ASW,PALO PINTO,TX,SANTO,MATTHEWS RANCH,PR,PR,32.6478,-98.14813611,820.0,Open,POINT(-98.14813611 32.6478)
APT,24745.*A,AIRPORT,XS94,ASW,ZAPATA,TX,SAN YGNACIO,CORRALITOS,PR,PR,27.11137222,-99.42330278,360.0,Open,POINT(-99.42330278 27.11137222)
APT,24753.*A,AIRPORT,9TE0,ASW,KAUFMAN,TX,SCURRY,TWIN ACRES,PR,PR,32.39916667,-96.38355833,340.0,Open,POINT(-96.38355833 32.39916667)
APT,24755.*H,HELIPORT,1TA0,ASW,HARRIS,TX,SEABROOK,TOTAL BAYPORT,PR,PR,29.61106194,-95.01048333,16.0,Open,POINT(-95.01048333 29.61106194)
APT,24755.7*A,AIRPORT,8TA1,ASW,CALHOUN,TX,SEADRIFT,WHATLEY FLYING SERVICE,PR,PR,28.47805639,-96.76192722,20.0,Open,POINT(-96.76192722 28.47805639)
APT,24756.7*A,AIRPORT,5TA9,ASW,DALLAS,TX,SEAGOVILLE,SEAGOVILLE,PR,PR,32.60916667,-96.52611111,415.0,Open,POINT(-96.52611111 32.60916667)
APT,24757.1*A,AIRPORT,F97,ASW,GAINES,TX,SEAGRAVES,SEAGRAVES,PR,PU,32.95455333,-102.5408986,366.0,Open,POINT(-102.5408986 32.95455333)
APT,24759.*H,HELIPORT,9TS0,ASW,AUSTIN,TX,SEALY,DIAMOND E RANCH,PR,PR,29.78606472,-96.04329111,115.0,Open,POINT(-96.04329111 29.78606472)
APT,24759.02*A,AIRPORT,90TS,ASW,AUSTIN,TX,SEALY,BRANDES AIR FLD 2,PR,PR,29.85693056,-96.13929444,130.0,Open,POINT(-96.13929444 29.85693056)
APT,24759.1*A,AIRPORT,93TS,ASW,AUSTIN,TX,SEALY,LONGBIRD,PR,PR,29.74828889,-96.11468194,150.0,Closed Indefinitely,POINT(-96.11468194 29.74828889)
APT,24759.11*A,AIRPORT,3TA2,ASW,AUSTIN,TX,SEALY,CLARK SKY RANCH,PR,PR,29.7366225,-96.064125,145.0,Closed Indefinitely,POINT(-96.064125 29.7366225)
APT,24759.12*A,AIRPORT,2TA4,ASW,AUSTIN,TX,SEALY,MARIO'S FLYING PIZZA,PR,PR,29.74773361,-96.29274278,233.0,Open,POINT(-96.29274278 29.74773361)
APT,24759.13*A,AIRPORT,05TA,ASW,AUSTIN,TX,SEALY,BRANDES AIR FLD,PR,PR,29.80908056,-96.26396389,270.0,Open,POINT(-96.26396389 29.80908056)
APT,24759.14*A,AIRPORT,1XA7,ASW,AUSTIN,TX,SEALY,GLOSTER AERODROME,PR,PR,29.73339167,-96.05918056,148.0,Open,POINT(-96.05918056 29.73339167)
APT,24762.3*A,AIRPORT,TE51,ASW,GUADALUPE,TX,SEGUIN,LACKORN,PR,PR,29.53912056,-97.83500167,420.0,Open,POINT(-97.83500167 29.53912056)
APT,24762.31*A,AIRPORT,E70,ASW,GUADALUPE,TX,SEGUIN,HUBER AIRPARK CIVIC CLUB LLC,PR,PU,29.60240625,-97.99056306,556.0,Open,POINT(-97.99056306 29.60240625)
APT,24762.33*A,AIRPORT,45XA,ASW,GUADALUPE,TX,SEGUIN,BEULAH,PR,PR,29.49511111,-98.05763889,600.0,Open,POINT(-98.05763889 29.49511111)
APT,24762.34*A,AIRPORT,TA85,ASW,GUADALUPE,TX,SEGUIN,CHIPS,PR,PR,29.56589167,-98.06058056,573.0,Open,POINT(-98.06058056 29.56589167)
APT,24762.4*H,HELIPORT,XS98,ASW,GUADALUPE,TX,SEGUIN,GUADALUPE HOSPITAL,PU,PR,29.56721944,-97.94696111,530.0,Open,POINT(-97.94696111 29.56721944)
APT,24762.6*A,AIRPORT,0TX6,ASW,GUADALUPE,TX,SEGUIN,ELM CREEK AIRPARK,PR,PR,29.50504167,-97.99714583,550.0,Open,POINT(-97.99714583 29.50504167)
APT,24763.*A,AIRPORT,SEQ,ASW,GUADALUPE,TX,SEGUIN,RANDOLPH AFB AUX,MA,PR,29.56578583,-97.90833667,525.0,Open,POINT(-97.90833667 29.56578583)
APT,24767.1*A,AIRPORT,GNC,ASW,GAINES,TX,SEMINOLE,GAINES COUNTY,PU,PU,32.67533333,-102.6526667,314.9,Open,POINT(-102.6526667 32.67533333)
APT,24767.11*A,AIRPORT,5TA0,ASW,GAINES,TX,SEMINOLE,"HAMILTON AIRCRAFT, INC",PR,PR,32.73204694,-102.9438164,520.0,Open,POINT(-102.9438164 32.73204694)
APT,24767.2*A,AIRPORT,39TE,ASW,GAINES,TX,SEMINOLE,SEMINOLE SPRAYING SERVICE,PR,PR,32.71816083,-102.7382483,372.0,Open,POINT(-102.7382483 32.71816083)
APT,24770.11*A,AIRPORT,60F,ASW,BAYLOR,TX,SEYMOUR,SEYMOUR MUNI,PU,PU,33.64851667,-99.26130556,344.0,Open,POINT(-99.26130556 33.64851667)
APT,24773.01*A,AIRPORT,TA67,ASW,LUBBOCK,TX,SHALLOWATER,BIGGIN HILL AIRPARK,PR,PR,33.74811944,-102.0659333,330.0,Open,POINT(-102.0659333 33.74811944)
APT,24774.1*A,AIRPORT,2F1,ASW,WHEELER,TX,SHAMROCK,SHAMROCK MUNI,PU,PU,35.23461111,-100.1853056,369.0,Open,POINT(-100.1853056 35.23461111)
APT,24778.3*A,AIRPORT,09TX,ASW,PECOS,TX,SHEFFIELD,SMOKEY MTN RANCH,PR,PR,30.73905167,-102.0237414,522.0,Open,POINT(-102.0237414 30.73905167)
APT,24778.31*A,AIRPORT,9TX9,ASW,PECOS,TX,SHEFFIELD,CANON RANCH,PR,PR,30.74821833,-101.9654072,380.0,Closed Indefinitely,POINT(-101.9654072 30.74821833)
APT,24778.9*A,AIRPORT,XS99,ASW,SAN JACINTO,TX,SHEPHERD,LAKE WATER WHEEL,PR,PR,30.47103833,-94.91270889,80.0,Open,POINT(-94.91270889 30.47103833)
APT,24778.96*A,AIRPORT,72TS,ASW,LAVACA,TX,SHERIDAN,GALAXY RANCH,PR,PR,29.36080167,-96.62247306,178.0,Open,POINT(-96.62247306 29.36080167)
APT,24779.*A,AIRPORT,SWI,ASW,GRAYSON,TX,SHERMAN,SHERMAN MUNI,PU,PU,33.62413889,-96.58613889,746.1,Open,POINT(-96.58613889 33.62413889)
APT,24779.01*H,HELIPORT,51TS,ASW,GRAYSON,TX,SHERMAN,WILSON N JONES RGNL MEDICAL CENTER,PR,PR,33.63721944,-96.6243,811.0,Open,POINT(-96.6243 33.63721944)
APT,24779.02*A,AIRPORT,TA93,ASW,GRAYSON,TX,SHERMAN,LM RANCH,PR,PR,33.63330556,-96.73356667,770.0,Open,POINT(-96.73356667 33.63330556)
APT,24779.03*A,AIRPORT,9XS2,ASW,GRAYSON,TX,SHERMAN,BEAVER CREEK,PR,PR,33.65381944,-96.77689167,708.0,Open,POINT(-96.77689167 33.65381944)
APT,24779.06*A,AIRPORT,14XA,ASW,GRAYSON,TX,SHERMAN,FROG POND,PR,PR,33.65801944,-96.78815833,686.0,Open,POINT(-96.78815833 33.65801944)
APT,24779.1*H,HELIPORT,8TA2,ASW,GRAYSON,TX,SHERMAN,DEPARTMENT OF PUBLIC SAFETY,PU,PR,33.65038361,-96.60943639,725.0,Open,POINT(-96.60943639 33.65038361)
APT,24779.3*A,AIRPORT,11TX,ASW,GRAYSON,TX,SHERMAN,BUTLER,PR,PR,33.6667725,-96.69055028,840.0,Open,POINT(-96.69055028 33.6667725)
APT,24780.*A,AIRPORT,GYI,ASW,GRAYSON,TX,SHERMAN/DENISON,NORTH TEXAS RGNL/PERRIN FLD,PU,PU,33.71419111,-96.67435972,749.3,Open,POINT(-96.67435972 33.71419111)
APT,24781.*A,AIRPORT,TE36,ASW,LAVACA,TX,SHINER,GERUM FARM,PR,PR,29.39190944,-97.18470917,425.0,Closed Indefinitely,POINT(-97.18470917 29.39190944)
APT,24781.01*A,AIRPORT,XS49,ASW,LAVACA,TX,SHINER,DEAN RANCH,PR,PR,29.49023917,-97.12193028,400.0,Closed Indefinitely,POINT(-97.12193028 29.49023917)
APT,24799.1*A,AIRPORT,79XS,ASW,BRISCOE,TX,SILVERTON,SILVERTON MUNI,PU,PR,34.46673056,-101.3004381,267.0,Open,POINT(-101.3004381 34.46673056)
APT,24804.*A,AIRPORT,T69,ASW,SAN PATRICIO,TX,SINTON,ALFRED C 'BUBBA' THOMAS,PU,PU,28.03856686,-97.54250125,47.9,Open,POINT(-97.54250125 28.03856686)
APT,24806.*A,AIRPORT,7TS3,ASW,KENDALL,TX,SISTERDALE,SUNNY V RANCH,PR,PR,29.93236944,-98.67711667,231.0,Open,POINT(-98.67711667 29.93236944)
APT,24808.*A,AIRPORT,3TE6,ASW,CARSON,TX,SKELLYTOWN,SKELLYTOWN,PR,PR,35.57004417,-101.1690458,280.0,Open,POINT(-101.1690458 35.57004417)
APT,24808.01*A,AIRPORT,7XS5,ASW,CARSON,TX,SKELLYTOWN,ARRINGTON RANCH,PR,PR,35.53199444,-101.1613,327.0,Open,POINT(-101.1613 35.53199444)
APT,24812.2*A,AIRPORT,F49,ASW,LUBBOCK,TX,SLATON,CITY OF SLATON/LARRY T NEAL MEML,PU,PU,33.48523272,-101.6616778,126.5,Open,POINT(-101.6616778 33.48523272)
APT,24812.5*A,AIRPORT,3TX,ASW,DENTON,TX,SLIDELL,AKROVILLE,PR,PU,33.39285064,-97.35384722,895.0,Open,POINT(-97.35384722 33.39285064)
APT,24812.6*A,AIRPORT,T28,ASW,WISE,TX,SLIDELL,CAIN,PR,PU,33.35449444,-97.43905833,890.0,Open,POINT(-97.43905833 33.35449444)
APT,24814.5*H,HELIPORT,96XS,ASW,CHAMBERS,TX,SMITH POINT,HOUSTON OIL & MINERALS SMITH POINT,PR,PR,29.52884083,-94.76603,9.0,Open,POINT(-94.76603 29.52884083)
APT,24815.11*A,AIRPORT,84R,ASW,BASTROP,TX,SMITHVILLE,SMITHVILLE CRAWFORD MUNI,PU,PU,30.02820778,-97.16703917,323.2,Open,POINT(-97.16703917 30.02820778)
APT,24815.12*H,HELIPORT,TX54,ASW,BASTROP,TX,SMITHVILLE,ASCENSION SETON SMITHVILLE RGNL HOSPITAL,PR,PR,30.00439458,-97.13580847,322.0,Open,POINT(-97.13580847 30.00439458)
APT,24815.13*H,HELIPORT,07XA,ASW,BASTROP,TX,SMITHVILLE,LUECKE,PR,PR,29.90649167,-97.214375,451.0,Open,POINT(-97.214375 29.90649167)
APT,24819.*A,AIRPORT,08XA,ASW,BURLESON,TX,SNOOK,KNOLLE RANCH,PR,PR,30.47925278,-96.50403056,280.0,Open,POINT(-96.50403056 30.47925278)
APT,24820.1*A,AIRPORT,SNK,ASW,SCURRY,TX,SNYDER,WINSTON FLD,PU,PU,32.69338889,-100.9504722,430.3,Open,POINT(-100.9504722 32.69338889)
APT,24820.16*A,AIRPORT,60XS,ASW,SCURRY,TX,SNYDER,PL FULLER ROUGH CREEK RANCH,PR,PR,32.893325,-100.8939083,431.0,Open,POINT(-100.8939083 32.893325)
APT,24822.*A,AIRPORT,53T,ASW,BEXAR,TX,SOMERSET,CANNON FLD,PR,PU,29.21607333,-98.54946194,610.0,Open,POINT(-98.54946194 29.21607333)
APT,24826.2*A,AIRPORT,TE37,ASW,SUTTON,TX,SONORA,CANYON RANCH,PR,PR,30.26908417,-100.4509208,306.0,Open,POINT(-100.4509208 30.26908417)
APT,24826.22*A,AIRPORT,9TE2,ASW,SUTTON,TX,SONORA,JL BAR RANCH,PR,PR,30.56836681,-100.4441913,344.0,Open,POINT(-100.4441913 30.56836681)
APT,24826.4*A,AIRPORT,0XS2,ASW,SUTTON,TX,SONORA,JOHN FIELDS RANCH,PR,PR,30.55545139,-100.53125,342.0,Open,POINT(-100.53125 30.55545139)
APT,24827.3*A,AIRPORT,SOA,ASW,SUTTON,TX,SONORA,SONORA MUNI,PU,PU,30.58569444,-100.6485556,139.9,Open,POINT(-100.6485556 30.58569444)
APT,24827.8*H,HELIPORT,TS49,ASW,HARDIN,TX,SOUR LAKE,STATION 40,PR,PR,30.1841,-94.50602722,65.0,Open,POINT(-94.50602722 30.1841)
APT,24827.91*H,HELIPORT,5TX3,ASW,HARRIS,TX,SOUTH HOUSTON,CENTERPOINT ENERGY SOUTH HOUSTON,PR,PR,29.64217472,-95.21160056,40.0,Open,POINT(-95.21160056 29.64217472)
APT,24828.*H,HELIPORT,0XS5,ASW,CAMERON,TX,SOUTH PADRE ISLAND,SOUTHEASTERN HELICOPTERS,PR,PR,26.14702111,-97.17386083,5.0,Open,POINT(-97.17386083 26.14702111)
APT,24831.01*A,AIRPORT,E42,ASW,HANSFORD,TX,SPEARMAN,MAJOR SAMUEL B CORNELIUS FLD,PU,PU,36.221,-101.1945,90.0,Open,POINT(-101.1945 36.221)
APT,24832.*A,AIRPORT,0XS6,ASW,BURNET,TX,SPICEWOOD,LAKESIDE BEACH,PR,PR,30.50102694,-98.1469625,800.0,Open,POINT(-98.1469625 30.50102694)
APT,24832.01*A,AIRPORT,88R,ASW,BURNET,TX,SPICEWOOD,SPICEWOOD,PR,PU,30.47378194,-98.12143611,830.0,Open,POINT(-98.12143611 30.47378194)
APT,24832.02*A,AIRPORT,8TA3,ASW,BURNET,TX,SPICEWOOD,FLYING X RIVER RANCH,PR,PR,30.51685917,-98.17418556,820.0,Open,POINT(-98.17418556 30.51685917)
APT,24832.03*A,AIRPORT,52TS,ASW,BLANCO,TX,SPICEWOOD,FALL CREEK AIR RANCH,PR,PR,30.41853,-98.16279472,915.0,Open,POINT(-98.16279472 30.41853)
APT,24832.21*A,AIRPORT,93XS,ASW,PARKER,TX,SPRINGTOWN,UNDERLINE OK,PR,PR,32.92909722,-97.71392778,116.0,Open,POINT(-97.71392778 32.92909722)
APT,24833.1*A,AIRPORT,0XS7,ASW,KINNEY,TX,SPOFFORD,ANACACHO RANCH,PR,PR,29.19401944,-100.2801806,67.0,Open,POINT(-100.2801806 29.19401944)
